,Text,Scores,Classes,PredictedClass,TopScore
505,"There were 9,165 retail trade businesses in Illinois that had between five and nine employees in 2016, according to County Business Patterns (CBP) statistics provided by the United States Census Bureau..  CBP data indicates that there are more establishments categorized as retail trade businesses with between five and nine employees in Illinois than in any other category..  The following table shows how many retail trade businesses with between five and nine employees were in Illinois during the period from 2012 to 2016. Retail trade businesses with between five and nine employees in Illinois (2012-2016) Year","[0.5412203669548035, 0.45877963304519653]","['positive', 'negative']",positive,0.5412203669548035
506,"MACOMB, Ill. (AP) — Jarred Godfrey scored 26 points with a career-high 13 rebounds and Deonte Billups scored 19 and Purdue Fort Wayne beat Western Illinois 77-69 on Wednesday..  Brian Patrick grabbed 10 rebounds and the Mastodons (9-9, 2-1 Summit League) owned a 47-32 rebounding advantage..  The Mastodons led 41-40 at halftime and emerged from the break with an 18-5 run to take control. Godfrey scored 10 including eight straight which included back-to-back 3-pointers. Western Illinois never got closer than seven points the rest of the way..  Despite just nine assists, Purdue Fort Wayne shot 33 of 67 (49.3%) from the field and overcame 16 turnovers to just nine for the Leathernecks..  Kobe Webster led Western Illinois (4-10, 1-3) with 18 points, Ben Pyle scored 17 with five 3s, James Claar 14 and Zion Young 10..  More AP college basketball: http://apnews.com/Collegebasketball and https://twitter.com/AP—Top25.  More from this section +2 Ukrainian jet crash kills 176, sets off mourning in Canada Homeland Security will share citizenship data with Census Boy swallows AirPod earbud, ends up in hospital Copyright 2020 The Associated Press. All rights reserved. This material may not be published, broadcast, rewritten or redistributed.","[0.7376240491867065, 0.26237595081329346]","['negative', 'positive']",negative,0.7376240491867065
507,"Women’s March Chicago to honor top female elected officials at Jan. 18 march RTM Staff Women’s March Chicago to Honor Top Female Elected Officials and Marchers With Disabilities.  at January 18th Anniversary March.  CHICAGO , Illinois, January 9, 2020 — Women’s March Chicago will proudly celebrate the historic number of women that Illinois voters swept into office at the city, county, state and national levels, while also honoring marchers with disabilities at its Anniversary March on Saturday, January 18 in Grant Park. Currently confirmed to lead the iconic March are: Chicago Mayor Lori Lightfoot; Congresswomen Robin Kelly and Jan Schakowsky; Cook County Board President Toni Preckwinkle; Cook County State’s Attorney Kim Foxx; Illinois State Comptroller Susana Mendoza; City Treasurer Melissa Conyears-Ervin; Illinois Senate Majority Leader Kimberly Lightford; and City Clerk Anna Valencia. Each official will also serve as an honorary “Wayfinder,” assisting marchers with disabilities as they make their way from Grant Park to Federal Plaza. “Our marchers have worked tirelessly since we first marched in 2017 to ensure that a record number of women — and notably women of color — ran for and made it into office at every level,” says Jaquie Algee, WMC board president. “We will convene in Grant Park on January 18th to celebrate this historic accomplishment and to re-energize for all of the work we have ahead in 2020!” WMC, which makes accessibility a priority at its events, also will honor its marchers with disabilities. They will lead the March — which kicks off at 11 a.m. — alongside the elected female officials. Due to Chicago ’s unpredictable weather, the event will follow a “March only” format for the first time. With the absence of a rally and the lack of a designated seating area, organizers launched an all-new “Wayfinder” program , where volunteers will direct and accompany those needing assistance along the March route. “We want everyone to enjoy the day and be a part of this amazing, ongoing movement,” says Ann Scholhamer, board member and accessibility lead. “We want our marchers with disabilities focusing on the issues that matter to them most, and not on logistical details such as moving through the crowd or finding their way to their meeting point after the March.” The Anniversary March will also focus on a “Gallery of Issues.” Selecting from a myriad of progressive concerns, WMC chose five critical topics: the 2020 Census ; climate justice ; gun violence prevention ; health care access ; and voting . Along the lively and interactive March route, WMC and partner organizations will cheer on marchers, display banners and signage, engage in text message campaigns, hand out branded swag and more. “Marchers will learn and engage around these issues,” says Dr. Dilara Sayeed, board member and programming lead. “However, because our marchers are passionate about a multitude of causes, we are encouraging people to come out and raise their voices — and their signs — about any and all issues that matter to them, and then continue to activate and mobilize throughout 2020.” Grant Park will open at 9 a.m. on March day. The general March entrance will be located at Columbus Drive and Ida B. Wells Drive. Persons with disabilities will enter at Monroe Street and Columbus Drive and will be directed to a designated Accessible Gathering Area. WMC’s 2020 Anniversary March is generously sponsored by SEIU Illinois State Council. For more information or to arrange one-on-one interviews with March organizers and partners, please contact Harlene Ellin at 708.431.6603 or .","[0.528448760509491, 0.47155120968818665]","['positive', 'negative']",positive,0.528448760509491
508,"An analysis of population trends now suggests Illinois will only lose one seat in Congress. Illinois has lost tens of thousands in total population count since 2010, when the last U.S. Census count took place. The latest Census figures showed the state’s population declined by 51,000. Among other downsides, the population losses mean fewer members of the U.S. House of Representatives. Congressional seats are apportioned based on how the national population is split between states by the decennial U.S. Census. Each state is given one Representative and the other 385 seats are distributed by the state's share of the population. In Illinois, lawmakers in the majority are allowed to draw political boundaries. This has been the crux of protests from residents pushing for previous redistricting reform initiatives. When the Census is completed and the districts are redrawn in 2021, Kimball Brace with Election Data Services said Illinois is on track to lose one Representative. Previous estimates suggested Illinois could lose two seats. “In relation to other states, Illinois is only looking at the possibility of losing one seat, not really two seats,” Brace said. More from this section","[0.9358193278312683, 0.06418070942163467]","['negative', 'positive']",negative,0.9358193278312683
509,"An analysis of population trends now suggests Illinois will only lose one seat in Congress. Illinois has lost tens of thousands in total population count since 2010, when the last U.S. Census count took place. The latest Census figures showed the state’s population declined by 51,000. Among other downsides, the population losses mean fewer members of the U.S. House of Representatives. Congressional seats are apportioned based on how the national population is split between states by the decennial U.S. Census. Each state is given one Representative and the other 385 seats are distributed by the state's share of the population. In Illinois, lawmakers in the majority are allowed to draw political boundaries. This has been the crux of protests from residents pushing for previous redistricting reform initiatives. When the Census is completed and the districts are redrawn in 2021, Kimball Brace with Election Data Services said Illinois is on track to lose one Representative. Previous estimates suggested Illinois could lose two seats. “In relation to other states, Illinois is only looking at the possibility of losing one seat, not really two seats,” Brace said. More from this section","[0.9358193278312683, 0.06418070942163467]","['negative', 'positive']",negative,0.9358193278312683
510,"Minnesota, Michigan, Ohio and Illinois all projected to lose a congressional seat.  Thursday, Jan 9, 2020.  * Illinois has lost at least one congressional seat after all but one decennial census since World War II ….  * And we will likely lose another one ….  An analysis of population trends now suggests Illinois will only lose one seat in Congress. […].  When the Census is completed and the districts are redrawn in 2021, Kimball Brace with Election Data Services said Illinois is on track to lose one Representative. Previous estimates suggested Illinois could lose two seats..  “In relation to other states, Illinois is only looking at the possibility of losing one seat, not really two seats,” Brace said..  Because Central and Southern Illinois lost a higher percentage of the population than the Democratically-held Chicago-area congressional districts, it’s likely a Republican-held seat will be dissolved..  * From the study ….  Election Data Services created a variety of different methodologies to project the 2019 data forward nine months (from the July1, 2019 date of the Census estimates) to April 1, 2020 (several short-term projection methods for the trend occurring in 2018-2019, and 2017-2019, a middle term methodology using the 2015-2019 trend, and a long-term projection for 2011-2019). The different methodologies benefit some states and disadvantage others in the “musical-chairs” effort of allocating 435 seats to the 50 states. All the methods would add a second seat for Florida and a third seat for Texas, to the list of states noted above that will gain one or more seats by 2020. The list of losing states will expand to also include Alabama and Ohio, by the time the Census is taken in 2020. A map showing the 2020 projected apportionment using the 2018-2019 trend is attached. Because all the projection models produce the same state overall results in seats as the 2018-2019 trend map, only the tables of the calculations for the different projection models are attached so that how close states are to changes can be observed. […].  Previous Election Data Services studies have hinted that the states of Illinois and New York might be in a position to each lose a second seat by 2020. However, these new Census numbers seem to indicate this will not be the case, with both states just losing a single seat each. […].  Using any methodology, the population projections points toward a ten (10) seat change over 17 states across the nation by year 2020. States that will gain single seats include Arizona, Colo- rado, Montana, North Carolina, and Oregon, while Florida is set to gain two congressional districts and Texas would gain three seats. Single seat losses will again occur in the Midwest and Northeast sections of the nation, where Alabama, California, Illinois, Michigan, Minne- sota, New York, Ohio, Pennsylvania, Rhode Island and West Virginia would each lose a seat. All other states would keep the same number of representatives they were awarded in December 2010 when the official 2010 Census numbers were released..  * The gainers….  Arizona +1 (from 9 to 10) Colorado +1 (from 7 to 8) Florida +2 (from 27 to 29) Montana +1 (from At-large to 2) North Carolina +1 (from 13 to 14) Oregon +1 (from 5 to 6) Texas +3 (from 36 to 39).  * The losers….  Alabama -1 (from 7 to 6) California -1 (from 53 to 52) Illinois -1 (from 18 to 17) Michigan -1 (from 14 to 13) Minnesota -1 (from 8 to 7) New York -1 (from 27 to 26) Ohio -1 (from 16 to 15) Pennsylvania -1 (from 18 to 17) Rhode Island -1 (from 2 to 1) West Virginia -1 (from 3 to 2).  * Meanwhile, this is from Bloomberg ….  More ….  The adjusted gross income of Illinois taxpayers who didn’t migrate averaged $78,959. Illinois has been losing high-income residents (a lot of them retirees, one imagines) to Florida, middle-income residents to the South and West, and those with lower incomes to neighboring states. Also, the top two destinations for Illinois migrants are the top two for the nation as a whole, with Florida first, Texas second..  - Posted by Rich Miller","[0.5007638931274414, 0.499236136674881]","['positive', 'negative']",positive,0.5007638931274414
511,"Minnesota, Michigan, Ohio and Illinois all projected to lose a congressional seat.  Thursday, Jan 9, 2020.  * Illinois has lost at least one congressional seat after all but one decennial census since World War II ….  * And we will likely lose another one ….  An analysis of population trends now suggests Illinois will only lose one seat in Congress. […].  When the Census is completed and the districts are redrawn in 2021, Kimball Brace with Election Data Services said Illinois is on track to lose one Representative. Previous estimates suggested Illinois could lose two seats..  “In relation to other states, Illinois is only looking at the possibility of losing one seat, not really two seats,” Brace said..  Because Central and Southern Illinois lost a higher percentage of the population than the Democratically-held Chicago-area congressional districts, it’s likely a Republican-held seat will be dissolved..  * From the study ….  Election Data Services created a variety of different methodologies to project the 2019 data forward nine months (from the July1, 2019 date of the Census estimates) to April 1, 2020 (several short-term projection methods for the trend occurring in 2018-2019, and 2017-2019, a middle term methodology using the 2015-2019 trend, and a long-term projection for 2011-2019). The different methodologies benefit some states and disadvantage others in the “musical-chairs” effort of allocating 435 seats to the 50 states. All the methods would add a second seat for Florida and a third seat for Texas, to the list of states noted above that will gain one or more seats by 2020. The list of losing states will expand to also include Alabama and Ohio, by the time the Census is taken in 2020. A map showing the 2020 projected apportionment using the 2018-2019 trend is attached. Because all the projection models produce the same state overall results in seats as the 2018-2019 trend map, only the tables of the calculations for the different projection models are attached so that how close states are to changes can be observed. […].  Previous Election Data Services studies have hinted that the states of Illinois and New York might be in a position to each lose a second seat by 2020. However, these new Census numbers seem to indicate this will not be the case, with both states just losing a single seat each. […].  Using any methodology, the population projections points toward a ten (10) seat change over 17 states across the nation by year 2020. States that will gain single seats include Arizona, Colo- rado, Montana, North Carolina, and Oregon, while Florida is set to gain two congressional districts and Texas would gain three seats. Single seat losses will again occur in the Midwest and Northeast sections of the nation, where Alabama, California, Illinois, Michigan, Minne- sota, New York, Ohio, Pennsylvania, Rhode Island and West Virginia would each lose a seat. All other states would keep the same number of representatives they were awarded in December 2010 when the official 2010 Census numbers were released..  * The gainers….  Arizona +1 (from 9 to 10) Colorado +1 (from 7 to 8) Florida +2 (from 27 to 29) Montana +1 (from At-large to 2) North Carolina +1 (from 13 to 14) Oregon +1 (from 5 to 6) Texas +3 (from 36 to 39).  * The losers….  Alabama -1 (from 7 to 6) California -1 (from 53 to 52) Illinois -1 (from 18 to 17) Michigan -1 (from 14 to 13) Minnesota -1 (from 8 to 7) New York -1 (from 27 to 26) Ohio -1 (from 16 to 15) Pennsylvania -1 (from 18 to 17) Rhode Island -1 (from 2 to 1) West Virginia -1 (from 3 to 2).  * Meanwhile, this is from Bloomberg ….  More ….  The adjusted gross income of Illinois taxpayers who didn’t migrate averaged $78,959. Illinois has been losing high-income residents (a lot of them retirees, one imagines) to Florida, middle-income residents to the South and West, and those with lower incomes to neighboring states. Also, the top two destinations for Illinois migrants are the top two for the nation as a whole, with Florida first, Texas second..  - Posted by Rich Miller","[0.5007638931274414, 0.499236136674881]","['positive', 'negative']",positive,0.5007638931274414
512,"Populations make comeback in Illinois from decades ago Populations make comeback in Illinois from decades ago By Michael Urbanec Follow Tom Sistak for Shaw Media Caption Deer graze on a snowy day at Buffalo Rock State Park. There was a time when white-tailed deer, the state animal, were considered an endangered species but after 200 years of taking the proper steps, Illinois was able to rehabilitate it’s deer population to near overpopulation. Shaw Media file photo Caption A deer high-tails out of a cornfield near Catlin Park in LaSalle County in this undated photo..  If it seems like there are more deer in Illinois now than there were before, that’s because there are..  There was a time when white-tailed deer, the state animal, were considered an endangered species, but after 200 years of taking the proper steps, Illinois was able to rehabilitate it’s deer population to near overpopulation..  “What started out as a temporary moratorium ended up lasting over 50 years,” said Illinois Department of Natural Resource Wildlife Program Manager Dan Skinner. “From 1901 to 1957, with the return of our modern deer hunt, there was no white-tail deer hunt. At the same time, the Illinois State Game Commission was releasing deer from other areas to try and regrow the population.”.  When Illinois was initially settled by the French, they’d made quite a few conservation efforts to prevent deforestation and limit fort construction, but those efforts were ignored after the French lost control..  “When white settlers arrived in Illinois early in the 18th century, deer were common here, but probably not numerous,” wrote Lysle R. Pietsch in a 1954 study titled “White-Tailed Deer Populations in Illinois.”“At that time the native vegetation consisted largely of extensive areas of two basic types of plant communities, the prairie and the hardwood forest.”.  Pietsch said the edges where the forest met the prairies were where deer were found in large numbers..  The 1850s saw deer and buffalo populations decrease throughout the Midwest, and even though Illinois legislators put a law in place in 1853, outlawing the hunting of deer to protect the population. A brutal 1855-56 winter led people to ignore the law because they needed food..  Throughout the rest of the 1800s, Illinois lawmakers tried to enforce laws that restricted hunting, but the population didn’t seem to be recovering; Aldo Leopold of the Illinois Game Survey, an organization created in 1917, wrote in 1931 the last instance of deer in Northern Illinois occurred in 1874, although there were still deer kept in pens across the state..  The state purchased land around Horseshoe Lake in Alexander County in 1927 and used the property as a wildlife refuge, bringing deer in from other parts of the country then moving them to other states seeing the same need for a deer population..  Proper and well-enforced protection went a long way toward rehabilitating the deer population, and by 1940 the nearly non-existent deer population was up to 500 statewide..  Limited hunting was allowed again in 1957 after the deer population was properly recovered at a reported 3,100 known..  There were more than 10,000 hunting permits given out in 1957 with more than 1,735 deer killed, including a 200-pound buck killed with a bow and arrow by John Force of Chandlerville. The 1960s passed with a population of 25,000 deer before it exploded during the next 20 years, hitting 100,000 in 1990 and forcing the state to open up hunting seasons even further..  The state extended firearm season from six to seven days, added a three-day muzzleloader season in December and allowed for a three-day antlerless deer season in January of 1992..  In 1995, there were more than 100,000 deer killed, and that still wasn’t enough to stem the booming population. In 2005, 200,000 deer were harvested, but today the population sits at around 660,000 and fluctuates around there..  “[Population] increased from 1901 onward until it hit its high point in 2007 or 2008,” Skinner said. “We had a record harvest in 2005. It got to the point where people realized there were too many deer on the ground.”.  Skinner said there were complaints of damage and people were hitting deer with their car, so the Illinois General Assembly created a task force that recommended the use of deer vehicle accident rate to keep track of what hunting numbers should be, rather than just using the population..  The deer vehicle accident rate has gone down on average across the state, even though a few counties have seen it go higher..  Skinner said Chronic Wasting Disease is currently the biggest threat Illinois deer face as it makes its way across 17 counties in Northern and North Central Illinois, including La Salle County..  “It’s a 100% fatal neurological disease, and it’s unlike any other disease we’ve tried to manage because it’s caused by a misshapen protein called a prion,” Skinner said. “It can withstand high temperatures, low temperatures, UV lights and it can be transmitted from deer to deer or picked up from a contaminated environment.”.  Skinner said they’re expecting a population decline of around 10% because of the disease.","[0.5020117163658142, 0.4979882538318634]","['negative', 'positive']",negative,0.5020117163658142
513,"There were 540 motion picture and sound recording industries in Illinois that had between one and four employees in 2016, according to County Business Patterns (CBP) statistics provided by the United States Census Bureau..  CBP data indicates that there are more establishments categorized as professional, scientific and technical services businesses with between one and four employees in Illinois than in any other category..  The following table shows how many motion picture and sound recording industries with between one and four employees were in Illinois during the period from 2012 to 2016. Motion picture and sound recording industries with between one and four employees in Illinois (2012-2016) Year","[0.5363404750823975, 0.46365949511528015]","['positive', 'negative']",positive,0.5363404750823975
514,"Only Mississippi has gone worse than Illinois in personal income growth since the big recession hit at the end of 2007. State tax content analysis shows..  The recovery from the major downturn is uneven among US states, but Illinois has experienced particular difficulties, according to a recent analysis by the Pew Charitable Trust..  Illinois succeeded well in all states except in Mississippi in the growth of personal revenue. The average annual average annual compound compound growth rate of 2.1% since the recession was an average of 1.1% per annum..  A more in-depth look at the data shows that there is one common factor in personal income recovery which states income tax policy t.  On average, states with more competitive income tax policies, such as non-income tax states or states with low income taxes, have stronger personal income growth since the recession and the latest 12-month period. The slowest growth in personal income by states has rising income tax rates and also has higher income tax burdens on average. Four of the worst five states have progressive income taxes that are performing in terms of personal income growth..  Successful with those with flat income taxes better than their progressive income tax peers, but state performance has no income tax yet. Of the best performing states, 4 out of 5 have a fair income tax or no income tax, with the exception of North Dakota, which has benefited from a large boom of natural resources and imposes a marginal tax rate of 2.9%. The growth of North Dakota's personal income has benefited from the growth that occurred shortly before the recession, although growth in recent years has been driven by fluctuations in oil prices..  California, a state with one of the highest income taxes in the nation, is ranked 6th in terms of personal income growth from the start of the recession, benefiting from the annual population growth that exceeds the national median and is a characteristic. most of western states. While California's 10-year performance is stronger than all neighboring states, the reverse is true over the last year, with personal income growth declining in all neighboring states..  States with progressive income taxes have higher average income tax burdens and generally their peers are weak. This is not surprising, as the relationship between economic growth and income tax policy is well established. The higher tax has a negative impact on the economy, and progressive income taxes are more detrimental to the economy than equivalent equal income taxes..  While there are many policy factors that may be pushing state performance up or down, it is likely that all state economies would benefit from lower and more equitable income taxes. For example, a more friendly tax climate may have resulted in stronger personal income growth in California and prevented the state from neighbors falling in 2019..  The analysis from Pew shows some common themes. First, the Southern and Western region's regions generally have the strongest revenue growth, while the Midwest and Northeast states are weak during the recovery. Population growth is also in line with this trend..  In addition to North Dakota, Utah, Washington, Texas and Colorado are the best states in personal income growth. Each year has seen a much more consistent year of growth. These states have more rapid population growth than the rest of the country, a common sign of a healthy labor market and economic growth..  The United States made the worst is Mississippi, Illinois, Connecticut, Rhode Island, and West Virginia. These are among the states with the lowest population growth, and each year suffer population loss from each state since the recession. The population of Illinois and Connecticut has declined for six consecutive years, and the population of West Virginia has been declining for seven consecutive years..  Long-term economic growth is closely linked to population growth. Population growth is a growing workforce and consumer base that allows businesses to invest confidently, knowing that they will be able to find workers and consumers for their products. Similarly, workers find it easier to find employment and enjoy their income in growing and growing economies. Regardless of the factor causing the other, population growth is closely related to revenue growth and is a major concern for states such as Illinois..  Since Illinoisans are asked to approve a progressive income tax at the ballot on 3 November and politicians promise that it will be a magical pill for all state problems, it is important to keep this analysis in mind. Illinois is experiencing population loss, and declining states face more economic challenges..  The latest Pew report reiterates the difficulty of progressive income tax states in maintaining a healthier labor market relative to their peers. If Illinois adopts progressive income tax, it will not grow to the population of the state, its economy or its labor market. Share","[0.509952962398529, 0.49004703760147095]","['negative', 'positive']",negative,0.509952962398529
515,"Illinois is an exporter of moving trucks, according to the companies that own them. In annual reports, Atlas Van Lines, United Van Lines, and U-Haul all have Illinois listed as a state with significantly more outbound moving trucks than inbound ones. Atlas said 61 percent of its moving trucks that crossed Illinois’ state lines were on their way out, making it the fourth-highest percentage of outbound moves in the nation. United Van Lines has released its National Movers Survey every year for decades. In 2019, Illinois saw the tail lights of more than 4,500 of United Van Lines' trucks and welcomed about 2,300. “For the last decade, Illinois has definitely teetered more outbound than inbound, but we’ve seen a significant rise lately,” said Eily Cummings, United Van Lines communications director. The Champaign-Urbana area, Cummings said, had one of the highest outbound ratios in America. “Decatur, Rockford, Joliet, and Champaign show a 70 percent or more,” she said. “In Champaign’s instance, it’s almost 80 percent outbound.” United Van Lines data showed many midwesterners were moving to states like Arizona, New Mexico and Florida, all common retirement destinations. Cummings said corporate relocations make up a significant portion of Illinois’ out of state moves. “Retirement is still the story, but you can’t really overlook some of those corporate relocations and manufacturing plant closures,” she said. Beyond neighboring Indiana, the top destination for Illinois ex-pats was Florida. According to a Wall St. Journal analysis of Census data, more than 500,000 Floridians said they were residents of a different state in 2018, more than any other state. Forty-one percent of United’s outbound Illinois movers said they left for a job compared to 30 percent who said they were retiring. The annual U-Haul “Top Growth States” report naturally trends toward more of a middle-class customer, according to U-Haul Illinois President Aaron Freeman, who said the majority of the company's moves are from one part of Illinois to another. “It’s more of a perception that everybody is fleeing the state,” he said. “I just don’t see it on the front line.” Illinois ranked last again in U-Haul’s 2019 comparison of states, meaning the state had far fewer inbound moves than it did people taking their trucks and crossing state lines with them. Illinois shrank by 51,000 in total population in 2019, according to the latest U.S. Census population estimates.","[0.6382538080215454, 0.3617461919784546]","['negative', 'positive']",negative,0.6382538080215454
516,"New York, California and Illinois have been hemorrhaging residents. Almost 3.2 million more people left those states for elsewhere in the U.S. than arrived from other states, from 2010 through 2019, according to population estimates released last week by the Census Bureau. Nine other states saw net out-migration of more than 100,000 people over that period, but none really came close to the big three..  Thanks to 2 million more births than deaths and 1 million newcomers from other countries, California's population still grew by about 2 million over this period, a gain that trailed only those of Texas and Florida. New York's population grew but only slightly, while Illinois lost an estimated 159,751 people between 2010 and 2019. Yes, these are all big states, but New York and Illinois ranked second and third in net domestic migration as percentage of 2010 population, behind only Alaska (California ranked 13th)..   Where are all these people going? The Empire Center for Public Policy, a conservative Albany think tank, put together some estimates for New York based on data that the Internal Revenue Service gleans from tax returns. (The Census Bureau also releases data on state-to-state migration flows, but those are based on surveys with sometimes-large margins of error, so the IRS numbers are more reliable if less complete.) This inspired me to do the same for California and Illinois..  Here are the Empire Center's numbers for New York: The adjusted gross income of New York taxpayers who didn't migrate averaged $88,940 from 2012 through 2018. Those who left for Florida, New Jersey, California and Connecticut made more money than that; those who moved to other states in the top 10 less, in some cases much less. By far the most affluent group of migrants from New York was the 1,309 taxpayers who moved to Wyoming, who had an average income of $179,014..  Here's where Californians have been heading: The adjusted gross income of California taxpayers who didn't migrate averaged $84,641, and migrants to all of the top-10 states made less than that. Also notable in California's case is that it experienced net inflows from about half the states, including New York and Illinois. It's losing residents in huge numbers to nearby states, but still attracting people from the Northeast and Midwest..  Here's where Illinoisans have been going: The adjusted gross income of Illinois taxpayers who didn't migrate averaged $78,959. Illinois has been losing high-income residents (a lot of them retirees, one imagines) to Florida, middle-income residents to the South and West, and those with lower incomes to neighboring states. Also, the top two destinations for Illinois migrants are the top two for the nation as a whole, with Florida first, Texas second..  by signing up you agree to our terms of service Domestic migration statistics are frequently cited as evidence of the failures of blue-state governance, in particular the higher taxes imposed by states that are losing lots of residents..  There's something to that -- income-tax-free Florida sure is attracting a lot of affluent people from Illinois and New York, and a recent study of high-income California taxpayers concluded that a 2012 income tax increase there did in fact drive some away..  But California, Illinois and New York have all experienced bigger per capita personal income gains than the nation as a whole since the beginning of 2010, and all saw taxpayers with incomes below $50,000 overrepresented among the leavers from 2011 through 2018..  These departures may indicate failures of governance as well, but it's a different set of governance failures, presumably related more to housing costs, commutes and job opportunities than taxes per se..   There also isn't much evidence in the IRS data -- yet -- of an exodus of high-income taxpayers hit by the state-and-local-tax-deduction limits imposed by the 2017 tax bill..  That is, the number of taxpayers with adjusted gross incomes of $200,000 or more leaving for other states actually fell in high-tax California, Connecticut, Illinois, New Jersey and New York from 2017 to 2018, the year the cap went into effect..  Those who ended up with higher tax bills due to the change generally didn't find out exactly how much higher until 2019, though, so it may just be too early to tell..  One last thing I checked was which counties in New York have been sending the most migrants to other states..  My fellow Bloomberg Opinion columnist Conor Sen argued this week that in congressional-redistricting terms the most important population shifts of recent years have been from rural areas to large metropolitan areas, not from state to state..  Indeed, thanks to babies and immigrants, New York City and most of its suburbs have gained population over the past decade as the rest of the state has shrunk..  That may be changing, though, as the city in particular has been seeing accelerating migration to other states..  Of those who left New York state from 2011 to 2012, 49.1% were from the city. From 2017 to 2018, 68.4% were. A lot of those people are just moving to New Jersey. But it's not a great sign..  • Justin Fox is a Bloomberg Opinion columnist covering business. He was the editorial director of Harvard Business Review and wrote for Time, Fortune and American Banker. He is the author of ""The Myth of the Rational Market."".  0 Comments","[0.5035605430603027, 0.4964393973350525]","['positive', 'negative']",positive,0.5035605430603027
517,"7.  By Ted Dabrowski and John Klingner.  If you’re wondering how widespread Illinois’ problems really are, check out the below chart based on U.S. Census data. It shows that 93 of the state’s 102 counties have shrunk since 2010. Illinois’ population dropped by 100,000 people between 2010 and 2018 and few of the state’s counties have been spared..  Illinois has lost more population than any other state in the country and it was one of just four states to shrink since 2010. The other three states were West Virginia, Connecticut and Vermont. By comparison, states like Indiana added 200,000 to its population, while fast growing states like Tennessee and South Carolina added more than 400,000 each. Florida, Texas and California have added millions to their populations since 2010..  Illinois’ population loss across so many counties is a reflection of the state’s outlier status on many of the nation’s economic, demographic and financial metrics. Illinois has the nation’s most costly pension crisis , one of the highest tax burdens , falling real home prices and a general lack of economic opportunity. It’s also one of the most corrupt states in the country..  Cook County lost the most population of any county in Illinois over the 2010-2018 period. The county lost nearly 19,000 people. Winnebago was second with a loss of 11,000. St. Clair was third with a population drop of 9,300..  Macon, Peoria, Madison, Vermilion, LaSalle, Rock Island, and Kankakee counties rounded out the top ten biggest losers of population..  At the other end, only nine of the state’s 102 counties managed to gain population over the period. Kane County grew by 18,000, largely offsetting Cook County’s losses. Another collar county, Will, gained 13,500. Kendall County was next with an increase of 12,500..  The only other counties to show growth were DuPage, Champaign, McLean, Monroe, Grundy, Williamson – just nine counties in all..  The downstate problem.  Collectively, Illinois’ downstate counties have suffered the worst loss of population, by far. The whole region lost nearly 120,000 people between 2010 and 2018 – more than 2.5 percent of its total population..  Three (DuPage, Will and Kane) of the five collar counties gained population, leaving the collar counties as the only growth area in Illinois..  However, that increase was largely at the expense of Cook County. Previous migration data shows many new collar residents come from Cook County..  Cook County itself lost 19,000, or 0.4 percent, of its total population over the 2010-2018. That’s on top of the more than 200,000 people it lost in the decade prior to that..  A 0.4 percent loss may not sound like much, but compared to the nation’s largest counties, Cook County is an outlier. Wirepoints analyzed the population change for the nation’s 50 most populous counties and found that Cook was one of just seven counties to lose population since 2010..  Think whatever you want about Illinois politics, but it’s being categorically rejected year after year by far too many residents..  Until the state’s policies are flipped on their head – until Illinoisans finally get the big pension and spending reforms the state desperately needs – expect many more to uproot their lives to find opportunities elsewhere..  Read more about Illinois’s financial and out-migration crisis:","[0.7222809195518494, 0.277719110250473]","['negative', 'positive']",negative,0.7222809195518494
